Region,City,A. Uniques of First Scribe Created,B. Total Events of Scribe Created
Alabama,Akron,0,36
Alabama,Alabaster,3,4
Alabama,Albertville,14,11192
Alabama,Alexander City,1,240
Alabama,Alexandria,0,10
Alabama,Aliceville,0,51
Alabama,Alpine,0,27
Alabama,Andalusia,0,1
Alabama,Anniston,0,166
Alabama,Arab,1,24
Alabama,Ashland,0,3
Alabama,Ashville,1,210
Alabama,Athens,2,199
Alabama,Atmore,2,4
Alabama,Auburn,6,139
Alabama,Bay Minette,0,178
Alabama,Bessemer,2,82
Alabama,Birmingham,70,15472
Alabama,Boaz,0,31
Alabama,Brent,0,1
Alabama,Brewton,0,225
Alabama,Butler,0,219
Alabama,Carbon Hill,0,1
Alabama,Carrollton,0,51
Alabama,Castleberry,0,36
Alabama,Centre,1,142
Alabama,Centreville,4,1525
Alabama,Childersburg,0,6
Alabama,Clanton,0,669
Alabama,Columbiana,0,35
Alabama,Cottonwood,1,1
Alabama,Cropwell,0,24
Alabama,Crossville,0,175
Alabama,Cuba,0,90
Alabama,Cullman,1,53
Alabama,Dadeville,2,11
Alabama,Daleville,0,14
Alabama,Daphne,0,62
Alabama,Deatsville,0,2
Alabama,Decatur,6,1720
Alabama,Dora,1,38
Alabama,Dothan,7,799
Alabama,Duncanville,0,1715
Alabama,Dutton,0,1
Alabama,Enterprise,2,12
Alabama,Epes,0,4
Alabama,Fairhope,1,297
Alabama,Fayette,0,111
Alabama,Florence,1,79
Alabama,Foley,1,748
Alabama,Fort Payne,2,119
Alabama,Frisco City,0,47
Alabama,Fultondale,0,4
Alabama,Gadsden,1,695
Alabama,Gardendale,3,582
Alabama,Gordo,0,125
Alabama,Guin,0,65
Alabama,Guntersville,1,352
Alabama,Gurley,0,100
Alabama,Haleyville,0,11
Alabama,Hamilton,0,99
Alabama,Hartselle,1,941
Alabama,Harvest,0,3
Alabama,Helena,0,12
Alabama,Henagar,0,634
Alabama,Hoover,0,132
Alabama,Huntsville,13,2143
Alabama,Jack,1,53
Alabama,Jasper,1,1804
Alabama,Jemison,0,54
Alabama,Leeds,1,88
Alabama,Lineville,0,27
Alabama,Madison,9,1714
Alabama,Marion,0,29
Alabama,McCalla,0,3
Alabama,Meridianville,1,7
Alabama,Mobile,15,6815
Alabama,Monroeville,3,2394
Alabama,Montevallo,2,236
Alabama,Montgomery,15,1822
Alabama,Moody,0,33
Alabama,Moundville,2,1572
Alabama,Muscle Shoals,2,1264
Alabama,New Hope,1,144
Alabama,Newton,0,3
Alabama,Northport,1,909
Alabama,Notasulga,0,78
Alabama,Odenville,0,194
Alabama,Ohatchee,0,1
Alabama,Oneonta,0,1
Alabama,Opelika,5,6673
Alabama,Orange Beach,0,1
Alabama,Owens Cross Roads,1,160
Alabama,Oxford,1,287
Alabama,Ozark,2,274
Alabama,Pelham,0,24
Alabama,Pell City,0,50
Alabama,Peterman,0,26
Alabama,Phenix City,3,466
Alabama,Piedmont,0,22
Alabama,Pike Road,1,3
Alabama,Pinson,0,15
Alabama,Pleasant Grove,0,2
Alabama,Prattville,1,165
Alabama,Ragland,0,18
Alabama,Ralph,1,2
Alabama,Riverside,0,162
Alabama,Roanoke,0,13
Alabama,Salem,0,48
Alabama,Saraland,0,42
Alabama,Scottsboro,1,1939
Alabama,Selma,0,55
Alabama,Semmes,1,25
Alabama,Sheffield,1,330
Alabama,Slocomb,1,2
Alabama,Somerville,0,3
Alabama,Spanish Fort,0,99
Alabama,Springville,0,13
Alabama,Stevenson,0,137
Alabama,Sycamore,0,123
Alabama,Sylacauga,1,370
Alabama,Talladega,3,211
Alabama,Tallassee,0,100
Alabama,Theodore,1,440
Alabama,Thomasville,0,25
Alabama,Thorsby,0,485
Alabama,Trinity,1,2
Alabama,Troy,0,5
Alabama,Trussville,0,32
Alabama,Tuscaloosa,5,2133
Alabama,Tuscumbia,0,444
Alabama,Vincent,0,2
Alabama,Warrior,0,26
Alabama,Wetumpka,1,176
Alabama,Wilsonville,0,25
Alabama,York,0,90
Alabama,undefined,1,234
Alaska,Anchorage,25,3916
Alaska,Barrow,0,53
Alaska,Eagle River,1,6
Alaska,Fairbanks,1,13
Alaska,Juneau,1,562
Alaska,Kenai,0,43
Alaska,Ketchikan,0,1664
Alaska,Kodiak Station,0,1
Alaska,Kodiak,0,1
Alaska,North Pole,1,11
Alaska,Palmer,2,5
Alaska,Sitka,0,155
Alaska,Soldotna,1,36
Alaska,Wasilla,5,105
Arizona,Apache Junction,2,279
Arizona,Avondale,4,1606
Arizona,Bisbee,0,23
Arizona,Buckeye,2,8
Arizona,Bullhead City,3,817
Arizona,Carefree,0,3
Arizona,Casa Grande,2,35
Arizona,Chandler,14,1377
Arizona,Chinle,0,14
Arizona,Chino Valley,0,1
Arizona,Cottonwood,1,1
Arizona,Douglas,1,48
Arizona,Eagar,0,3
Arizona,El Mirage,1,2
Arizona,Flagstaff,1,31
Arizona,Fountain Hills,1,689
Arizona,Ganado,2,9
Arizona,Gilbert,18,4686
Arizona,Glendale,15,1999
Arizona,Goodyear,3,37
Arizona,Green Valley,1,59
Arizona,Kingman,2,43
Arizona,Lake Havasu City,1,8
Arizona,Laveen,0,17
Arizona,Litchfield Park,0,30
Arizona,Marana,3,4260
Arizona,Maricopa,2,134
Arizona,Mesa,22,8014
Arizona,Nogales,0,1
Arizona,Overgaard,0,9
Arizona,Page,1,2
Arizona,Paradise Valley,2,47
Arizona,Peoria,11,1376
Arizona,Phoenix,226,35843
Arizona,Pinetop-Lakeside,0,1
Arizona,Prescott Valley,6,407
Arizona,Prescott,3,236
Arizona,Queen Creek,4,32
Arizona,Sahuarita,2,8
Arizona,San Carlos,0,254
Arizona,San Luis,1,10
Arizona,San Tan Valley,0,269
Arizona,Scottsdale,24,2689
Arizona,Sedona,2,98
Arizona,Show Low,1,284
Arizona,Sierra Vista,2,15
Arizona,Sun City,1,511
Arizona,Surprise,5,924
Arizona,Tempe,16,6181
Arizona,Tolleson,0,119
Arizona,Tucson,53,11494
Arizona,Vail,1,38
Arizona,Waddell,1,15
Arizona,Whiteriver,1,12
Arizona,Wickenburg,0,98
Arizona,Youngtown,1,15
Arizona,Yuma,2,601
Arizona,undefined,9,2707
Arkansas,Alexander,0,19
Arkansas,Austin,0,12
Arkansas,Batesville,1,1
Arkansas,Bella Vista,1,829
Arkansas,Benton,4,189
Arkansas,Bentonville,9,2888
Arkansas,Bigelow,0,273
Arkansas,Blytheville,0,157
Arkansas,Bryant,1,9
Arkansas,Cabot,0,8
Arkansas,Cave Springs,0,203
Arkansas,Centerton,0,671
Arkansas,Cherokee Village,1,1
Arkansas,Clinton,0,42
Arkansas,Conway,2,166
Arkansas,Crossett,1,15
Arkansas,Dardanelle,0,28
Arkansas,De Queen,1,1
Arkansas,Earle,0,2
Arkansas,El Dorado,2,29
Arkansas,Elaine,0,12
Arkansas,Enola,0,5
Arkansas,Farmington,0,1
Arkansas,Fayetteville,0,1169
Arkansas,Flippin,1,2
Arkansas,Forrest City,0,62
Arkansas,Fort Smith,10,7383
Arkansas,Gentry,0,5
Arkansas,Greenbrier,1,125
Arkansas,Harrison,1,1
Arkansas,Heber Springs,0,3
Arkansas,Hector,0,1
Arkansas,Holly Grove,0,5
Arkansas,Hope,0,5
Arkansas,Hot Springs Village,0,7
Arkansas,Hot Springs,9,902
Arkansas,Houston,1,7
Arkansas,Huntsville,1,2
Arkansas,Jacksonville,1,104
Arkansas,Jonesboro,6,1750
Arkansas,Leachville,0,17
Arkansas,Lepanto,0,24
Arkansas,Lexa,0,12
Arkansas,Little Rock,12,2493
Arkansas,Magnolia,0,5
Arkansas,Malvern,0,5
Arkansas,Marion,1,58
Arkansas,Marshall,1,158
Arkansas,Maumelle,1,35
Arkansas,Mountain Home,2,11
Arkansas,Nashville,0,82
Arkansas,North Little Rock,5,495
Arkansas,Ola,1,1
Arkansas,Ozark,1,6
Arkansas,Paragould,0,4
Arkansas,Piggott,0,41
Arkansas,Pine Bluff,1,1
Arkansas,Rogers,3,4346
Arkansas,Rosie,1,1
Arkansas,Russellville,0,98
Arkansas,Searcy,2,471
Arkansas,Sheridan,0,19
Arkansas,Sherwood,1,53
Arkansas,Siloam Springs,2,281
Arkansas,Springdale,1,419
Arkansas,Tyronza,0,1
Arkansas,Van Buren,0,4
Arkansas,Vilonia,0,19
Arkansas,Waldron,1,153
Arkansas,West Helena,0,10
Arkansas,West Memphis,2,117
Arkansas,White Hall,0,2
Arkansas,Williford,0,1
Arkansas,Wynne,1,1
Arkansas,undefined,1,134
California,Agoura,0,48
California,Alameda,5,250
California,Alamo,1,68
California,Alhambra,4,59
California,Aliso Viejo,6,1272
California,Alpine,1,7
California,American Canyon,0,162
California,Anaheim,20,2643
California,Anderson,0,16
California,Antelope,1,13
California,Antioch,4,136
California,Apple Valley,1,95
California,Aptos,4,4
California,Arcadia,2,134
California,Arcata,1,1
California,Arroyo Grande,1,115
California,Artesia,0,1
California,Atherton,1,4
California,Auburn,0,134
California,Azusa,1,17
California,Bakersfield,15,22822
California,Baldwin Park,0,657
California,Banning,1,39
California,Barstow,0,6
California,Beaumont,1,6
California,Bell Gardens,0,422
California,Bellflower,4,1521
California,Belmont,3,17
California,Berkeley,3,41
California,Beverly Hills,4,51
California,Bloomington,0,10
California,Boulder Creek,0,239
California,Brea,4,475
California,Brentwood,0,1
California,Buena Park,1,302
California,Burbank,2,9
California,Burlingame,3,8
California,Calabasas,4,180
California,Calexico,2,3
California,Calistoga,0,1
California,Camarillo,4,26
California,Cameron Park,4,1195
California,Campbell,0,232
California,Canoga Park,1,90
California,Canyon Country,3,60
California,Carlsbad,3,431
California,Carmichael,2,920
California,Carson,0,972
California,Castro Valley,1,12
California,Cathedral City,7,66
California,Ceres,0,56
California,Cerritos,3,47
California,Chatsworth,1,10
California,Chico,2,364
California,Chino Hills,0,3
California,Chino,2,284
California,Chula Vista,3,68
California,Citrus Heights,0,89
California,City of Industry,0,81
California,Claremont,0,1
California,Clovis,4,16
California,Coalinga,0,1
California,Colton,1,37
California,Compton,10,2634
California,Concord,4,121
California,Corona,5,160
California,Corte Madera,0,2
California,Costa Mesa,5,463
California,Covina,4,978
California,Crescent City,0,2
California,Culver City,0,66
California,Cupertino,1,6
California,Cypress,2,89
California,Daly City,0,46
California,Danville,0,9
California,Davis,1,5
California,Desert Hot Springs,1,1
California,Diamond Bar,0,65
California,Dos Palos,0,94
California,Downey,0,428
California,Dublin,2,61
California,El Cajon,8,2608
California,El Centro,1,34
California,El Cerrito,2,27
California,El Dorado Hills,1,797
California,El Monte,0,81
California,El Segundo,0,11
California,El Sobrante,1,11
California,Elk Grove,0,42
California,Emeryville,0,1
California,Encinitas,17,180
California,Encino,0,323
California,Escalon,0,1
California,Escondido,2,13
California,Exeter,1,19
California,Fair Oaks,1,6
California,Fairfield,2,13
California,Fallbrook,4,16
California,Folsom,1,384
California,Fontana,7,569
California,Fort Irwin,0,1
California,Foster City,1,125
California,Fountain Valley,1,25
California,Fremont,4,126
California,Fresno,12,1642
California,Fullerton,1,293
California,Garden Grove,5,371
California,Gardena,1,719
California,Georgetown,0,6
California,Gilroy,8,365
California,Glendale,3,186
California,Glendora,3,362
California,Goleta,1,2
California,Granada Hills,2,23
California,Granite Bay,0,5
California,Grass Valley,0,14
California,Greenfield,1,1
California,Hacienda Heights,1,94
California,Hanford,1,1
California,Harbor City,1,792
California,Hawthorne,1,8
California,Hayward,10,546
California,Hemet,15,1935
California,Hercules,0,1
California,Hermosa Beach,0,1
California,Hesperia,8,550
California,Highland,0,34
California,Hollister,1,1
California,Hughson,1,1
California,Huntington Beach,3,61
California,Huntington Park,0,1
California,Idyllwild,1,10
California,Indio,2,177
California,Inglewood,4,209
California,Ione,0,5
California,Irvine,17,4602
California,La Crescenta,0,1
California,La Habra,1,495
California,La Jolla,0,98
California,La Mesa,0,380
California,La Mirada,1,1655
California,La Puente,1,31
California,La Quinta,0,3
California,La Verne,2,116
California,Ladera Ranch,1,714
California,Laguna Beach,2,1595
California,Laguna Hills,0,200
California,Laguna Niguel,0,2297
California,Lake Elsinore,2,23
California,Lake Forest,2,1027
California,Lakewood,1,3
California,Lamont,0,1083
California,Lancaster,2,36
California,Lathrop,0,4
California,Lincoln,1,4
California,Livermore,2,2
California,Livingston,0,6
California,Lodi,0,6
California,Loma Linda,1,54
California,Long Beach,14,1342
California,Loomis,1,1
California,Los Alamitos,0,237
California,Los Altos,2,6
California,Los Angeles,299,34761
California,Los Gatos,2,8
California,Lynwood,1,113
California,Madera,2,6
California,Malibu,1,13
California,Manhattan Beach,0,2
California,Manteca,1,2683
California,Marina del Rey,0,4
California,Martinez,4,54
California,Marysville,1,2404
California,Mather,0,2
California,Menifee,2,49
California,Menlo Park,31,717
California,Merced,1,9
California,Mill Valley,2,40
California,Milpitas,3,106
California,Mira Loma,0,41
California,Mission Hills,1,1
California,Mission Viejo,1,267
California,Modesto,5,550
California,Monrovia,1,21
California,Montclair,1,615
California,Montebello,0,2
California,Monterey Park,2,3
California,Moorpark,0,5
California,Moreno Valley,5,1587
California,Morgan Hill,3,18
California,Morro Bay,1,1
California,Moss Landing,0,365
California,Mountain View,6,52
California,Murrieta,3,2196
California,Napa,1,218
California,Nevada City,0,14
California,Newark,1,23
California,Newbury Park,1,10
California,Newhall,0,5
California,Newman,0,1
California,Newport Beach,4,86
California,Nipomo,1,6
California,North Highlands,2,10
California,North Hills,0,15
California,North Hollywood,2,186
California,Northridge,2,200
California,Norwalk,2,12
California,Novato,1,40
California,Oakhurst,1,2
California,Oakland,30,1426
California,Oakley,0,17
California,Oceanside,7,161
California,Ojai,1,3
California,Olivehurst,1,2
California,Ontario,2,1125
California,Orange,5,1191
California,Oxnard,1,613
California,Pacifica,1,4
California,Pacoima,0,95
California,Palm Desert,7,50
California,Palm Springs,1,494
California,Palmdale,3,134
California,Palo Alto,2,278
California,Palos Verdes Estates,0,2
California,Panorama City,4,1232
California,Paradise,0,3
California,Paramount,1,2
California,Pasadena,2,1478
California,Patterson,0,2607
California,Perris,1,1180
California,Petaluma,0,2
California,Pico Rivera,0,43
California,Pine Grove,0,1
California,Pinole,0,182
California,Pittsburg,6,115
California,Placentia,5,331
California,Placerville,2,1002
California,Playa Vista,0,3
California,Pleasanton,0,30
California,Pomona,1,281
California,Porter Ranch,0,246
California,Porterville,0,5
California,Ramona,1,55
California,Rancho Cordova,2,74
California,Rancho Cucamonga,6,621
California,Rancho Mirage,0,1
California,Rancho Santa Fe,1,1
California,Rancho Santa Margarita,6,2764
California,Redding,4,21
California,Redlands,5,3313
California,Redondo Beach,2,11
California,Redwood City,1,48
California,Reseda,1,1
California,Rialto,5,450
California,Richmond,1,10
California,Ridgecrest,0,6
California,Ripon,1,5
California,Riverside,19,2114
California,Rocklin,1,71
California,Rohnert Park,1,2
California,Rosemead,1,1
California,Roseville,4,358
California,Ross,0,20
California,Rowland Heights,0,103
California,Running Springs,0,1
California,Sacramento,52,7458
California,Salinas,4,60
California,San Bernardino,15,528
California,San Carlos,1,2
California,San Clemente,2,23
California,San Diego,54,3506
California,San Dimas,1,3451
California,San Francisco De Las Llagas,47,350
California,San Francisco,194,7878
California,San Jose,133,9815
California,San Juan Capistrano,0,104
California,San Leandro,4,104
California,San Lorenzo,0,7
California,San Luis Obispo,1,7
California,San Marcos,2,173
California,San Mateo,0,6
California,San Pablo,0,199
California,San Pedro,2,169
California,San Rafael,4,43
California,San Ramon,1,19
California,Santa Ana,20,1805
California,Santa Barbara,5,1312
California,Santa Clara,34,5159
California,Santa Clarita,1,15
California,Santa Cruz,2,75
California,Santa Fe Springs,0,1230
California,Santa Monica,5,870
California,Santa Paula,1,394
California,Santa Rosa,2,137
California,Santee,2,191
California,Saratoga,1,1
California,Scotts Valley,0,179
California,Seal Beach,1,2
California,Seaside,0,2
California,Sebastopol,1,2
California,Sherman Oaks,2,28
California,Shingle Springs,0,54
California,Simi Valley,3,887
California,Sonora,0,1
California,South Gate,1,32
California,South Lake Tahoe,1,1
California,South Pasadena,1,19
California,South San Francisco,3,41
California,Spring Valley,0,15
California,St. Helena,1,1
California,Stevenson Ranch,0,29
California,Stockton,16,3670
California,Studio City,1,12
California,Sun Valley,1,629
California,Sunland,0,3
California,Sunnyvale,3,647
California,Sylmar,5,323
California,Tarzana,0,52
California,Temecula,7,294
California,Temple City,1,11
California,Templeton,1,1
California,Thousand Oaks,8,4934
California,Torrance,3,360
California,Trabuco Canyon,2,203
California,Tracy,1,116
California,Truckee,1,751
California,Tujunga,0,469
California,Tulare,0,303
California,Turlock,2,256
California,Tustin,7,1053
California,Twentynine Palms,1,1
California,Ukiah,0,58
California,Union City,1,98
California,Upland,3,405
California,Vacaville,1,2
California,Valencia,3,643
California,Vallejo,2,296
California,Valley Center,1,1
California,Valley Springs,0,1
California,Valley Village,0,41
California,Van Nuys,8,1055
California,Ventura,4,16
California,Victorville,10,1210
California,Visalia,8,434
California,Vista,1,247
California,Walnut Creek,4,93
California,Walnut,2,242
California,Wasco,1,8
California,Weed,1,1
California,Weimar,1,1033
California,West Covina,5,358
California,West Hills,1,1
California,West Hollywood,0,437
California,West Sacramento,0,1
California,Westlake Village,1,294
California,Westminster,3,174
California,Whittier,2,80
California,Williams,0,90
California,Wilmington,1,10
California,Winchester,1,12
California,Winton,0,4
California,Woodland Hills,4,140
California,Woodland,0,220
California,Yorba Linda,2,32
California,Yuba City,1,701
California,Yucaipa,0,69
California,Yucca Valley,0,1
California,undefined,15,2499
Colorado,Akron,0,8
Colorado,Alamosa,0,48
Colorado,Arvada,2,78
Colorado,Aspen,0,24
Colorado,Aurora,26,11151
Colorado,Basalt,0,1
Colorado,Berthoud,0,1
Colorado,Boulder,11,10032
Colorado,Breckenridge,0,5
Colorado,Brighton,1,657
Colorado,Broomfield,7,420
Colorado,Carbondale,3,1042
Colorado,Castle Rock,3,382
Colorado,Centennial,0,964
Colorado,Colorado Springs,16,4636
Colorado,Commerce City,1,859
Colorado,Creede,0,2
Colorado,Denver,123,69018
Colorado,Divide,0,1
Colorado,Durango,5,1222
Colorado,Elbert,0,146
Colorado,Englewood,25,5615
Colorado,Erie,1,2
Colorado,Fleming,0,118
Colorado,Fort Collins,10,8767
Colorado,Fort Lupton,0,292
Colorado,Fort Morgan,0,2
Colorado,Fruita,0,44
Colorado,Golden,2,565
Colorado,Granby,1,81
Colorado,Grand Junction,7,840
Colorado,Greeley,1,621
Colorado,Gunnison,1,2
Colorado,Gypsum,0,2
Colorado,Highlands Ranch,0,869
Colorado,Holyoke,1,1
Colorado,Johnstown,0,105
Colorado,Kremmling,1,5
Colorado,Lafayette,14,6357
Colorado,Lakewood,1,697
Colorado,Littleton,3,4215
Colorado,Loma,1,2
Colorado,Lone Tree,0,903
Colorado,Longmont,5,2296
Colorado,Louisville,2,544
Colorado,Loveland,1,6
Colorado,Monte Vista,0,22
Colorado,Montrose,1,4
Colorado,Monument,0,49
Colorado,Parker,1,544
Colorado,Pueblo,4,231
Colorado,Ridgway,1,3
Colorado,Springfield,0,17
Colorado,Steamboat Springs,0,285
Colorado,Sterling,1,96
Colorado,Thornton,0,153
Colorado,Westminster,1,965
Colorado,Wheat Ridge,0,208
Colorado,Wheatridge,1,24
Colorado,Windsor,0,4
Colorado,Yampa,0,3
Colorado,undefined,29,13106
Connecticut,Ansonia,1,20
Connecticut,Ashford,1,7
Connecticut,Beacon Falls,1,3
Connecticut,Berlin,0,56
Connecticut,Bethany,0,5
Connecticut,Bethel,1,78
Connecticut,Bloomfield,3,185
Connecticut,Branford,0,273
Connecticut,Bridgeport,2,337
Connecticut,Bristol,3,368
Connecticut,Broad Brook,2,101
Connecticut,Brookfield,1,105
Connecticut,Canterbury,0,2
Connecticut,Canton,0,6
Connecticut,Cheshire,0,25
Connecticut,Danbury,2,108
Connecticut,Danielson,0,4
Connecticut,Dayville,0,1
Connecticut,Derby,0,21
Connecticut,Durham,0,84
Connecticut,East Haddam,1,1
Connecticut,East Hartford,2,539
Connecticut,Enfield,3,545
Connecticut,Fairfield,0,201
Connecticut,Farmington,0,134
Connecticut,Glastonbury,3,173
Connecticut,Granby,0,2
Connecticut,Greenwich,1,3401
Connecticut,Groton,1,543
Connecticut,Guilford,0,2
Connecticut,Hamden,3,94
Connecticut,Hartford,8,932
Connecticut,Higganum,0,1
Connecticut,Lakeville,0,1
Connecticut,Madison,2,3
Connecticut,Manchester,8,783
Connecticut,Meriden,1,217
Connecticut,Middletown,0,300
Connecticut,Milford,4,44
Connecticut,Monroe,2,499
Connecticut,Naugatuck,0,23
Connecticut,New Britain,2,1570
Connecticut,New Haven,3,1033
Connecticut,New Milford,1,353
Connecticut,Newington,1,213
Connecticut,Newtown,1,21
Connecticut,North Haven,0,75
Connecticut,Norwalk,2,253
Connecticut,Norwich,0,97
Connecticut,Oakville,0,178
Connecticut,Old Lyme,0,143
Connecticut,Oxford,1,27
Connecticut,Pawcatuck,1,1
Connecticut,Plainville,1,43
Connecticut,Plantsville,1,1
Connecticut,Portland,0,1
Connecticut,Prospect,0,20
Connecticut,Ridgefield,2,9
Connecticut,Rocky Hill,2,46
Connecticut,Sandy Hook,0,1
Connecticut,Shelton,0,217
Connecticut,South Glastonbury,0,73
Connecticut,South Windsor,4,54
Connecticut,Southbury,2,60
Connecticut,Southington,1,218
Connecticut,Stafford Springs,0,52
Connecticut,Stafford,4,2250
Connecticut,Stamford,7,709
Connecticut,Stratford,0,291
Connecticut,Tolland,0,3
Connecticut,Torrington,1,1
Connecticut,Trumbull,2,122
Connecticut,Vernon,3,21
Connecticut,Wallingford,1,73
Connecticut,Waterbury,1,1486
Connecticut,Watertown,1,1
Connecticut,West Hartford,6,587
Connecticut,West Haven,1,142
Connecticut,Westport,1,3
Connecticut,Wethersfield,0,279
Connecticut,Willimantic,0,107
Connecticut,Willington Hill,0,67
Connecticut,Wilton,0,4
Connecticut,Windsor Locks,1,51
Connecticut,Windsor,0,41
Connecticut,Wolcott,1,179
Connecticut,Woodbridge,0,11
Connecticut,Woodbury,1,281
Connecticut,undefined,1,54
Delaware,Bear,1,30
Delaware,Bridgeville,1,1
Delaware,Dagsboro,1,124
Delaware,Delmar,1,1
Delaware,Dover,3,16
Delaware,Frederica,1,1
Delaware,Hockessin,0,49
Delaware,Lewes,2,150
Delaware,Middletown,5,278
Delaware,Milford,0,2
Delaware,Millsboro,1,359
Delaware,Millville,0,3
Delaware,New Castle,1,30
Delaware,Newark,4,184
Delaware,Ocean View,0,13
Delaware,Rehoboth Beach,1,5
Delaware,Seaford,1,22
Delaware,Selbyville,4,29
Delaware,Smyrna,1,54
Delaware,Wilmington,12,1739
Delaware,undefined,1,17
District of Columbia,Washington,89,9677
District of Columbia,undefined,0,158
Florida,Alachua,1,1
Florida,Altamonte Springs,6,205
Florida,Apollo Beach,0,2
Florida,Apopka,4,143
Florida,Atlantic Beach,4,1988
Florida,Auburndale,1,1317
Florida,Bartow,1,52
Florida,Belleview,1,2
Florida,Beverly Hills,2,17
Florida,Big Pine Key,0,2
Florida,Boca Raton,55,2664
Florida,Bonita Springs,4,1350
Florida,Boynton Beach,2,1803
Florida,Bradenton,6,2202
Florida,Brandon,9,533
Florida,Brooksville,0,34
Florida,Bushnell,0,89
Florida,Cantonment,1,1
Florida,Cape Canaveral,0,24
Florida,Cape Coral,8,370
Florida,Carrabelle,0,3
Florida,Casselberry,0,38
Florida,Chipley,0,14
Florida,Citrus Springs,1,174
Florida,Clearwater,11,1204
Florida,Clermont,3,1047
Florida,Clewiston,1,3
Florida,Cocoa,4,1628
Florida,Coconut Creek,0,2
Florida,Coral Gables,0,47
Florida,Coral Springs,32,1036
Florida,Crestview,1,80
Florida,Dania Beach,0,1
Florida,Davenport,3,1562
Florida,Davie,1,532
Florida,Daytona Beach,0,345
Florida,DeBary,1,1
Florida,DeFuniak Springs,1,1
Florida,DeLand,3,115
Florida,Deerfield Beach,2,262
Florida,Delray Beach,45,1756
Florida,Deltona,2,44
Florida,Destin,1,110
Florida,Doral,0,1
Florida,Dunnellon,1,1
Florida,Estero,1,5
Florida,Eustis,1,28
Florida,Fernandina Beach,1,209
Florida,Fort Lauderdale,49,6125
Florida,Fort Myers,12,2929
Florida,Fort Walton Beach,1,439
Florida,Fruitland Park,0,21
Florida,Ft. Pierce,0,1627
Florida,Gainesville,9,328
Florida,Graceville,0,25
Florida,Groveland,0,1
Florida,Haines City,2,11
Florida,Hallandale,2,140
Florida,Hernando,1,1
Florida,Hialeah,17,3765
Florida,High Springs,0,9
Florida,Hilliard,0,1
Florida,Hobe Sound,1,76
Florida,Hollywood,13,1783
Florida,Homestead,7,552
Florida,Homosassa,0,18
Florida,Hudson,2,3
Florida,Immokalee,2,3
Florida,Indialantic,1,8
Florida,Indiantown,1,10
Florida,Inverness,0,1
Florida,Jacksonville Beach,0,350
Florida,Jacksonville,49,5866
Florida,Jensen Beach,0,4
Florida,Jupiter,3,600
Florida,Key Largo,0,147
Florida,Key West,2,25
Florida,Kissimmee,16,2990
Florida,LaBelle,0,1
Florida,Lady Lake,1,14
Florida,Lake Alfred,0,1
Florida,Lake Butler,1,12
Florida,Lake City,1,11
Florida,Lake Mary,0,1296
Florida,Lake Worth,15,1635
Florida,Lakeland,7,1301
Florida,Land O' Lakes,2,27
Florida,Largo,1,46
Florida,Lauderdale Lakes,0,172
Florida,Lecanto,0,380
Florida,Leesburg,0,33
Florida,Lehigh Acres,7,1179
Florida,Lithia,2,438
Florida,Longwood,3,174
Florida,Loxahatchee Groves,0,2123
Florida,Lutz,3,25
Florida,Lynn Haven,1,1
Florida,Macclenny,1,16
Florida,Maitland,0,6
Florida,Marco Island,0,4
Florida,Margate,2,326
Florida,Melbourne Beach,0,4
Florida,Melbourne,16,5252
Florida,Merritt Island,1,88
Florida,Miami Beach,5,52
Florida,Miami Gardens,1,61
Florida,Miami Springs,0,1
Florida,Miami,229,34211
Florida,Middleburg,2,24
Florida,Milton,2,325
Florida,Miramar,5,136
Florida,Mt. Dora,5,2128
Florida,Mulberry,0,107
Florida,Myakka City,1,2
Florida,N Ft Myers,0,1
Florida,Naples,12,3994
Florida,Navarre,0,18
Florida,New Port Richey,6,239
Florida,Niceville,2,10
Florida,Nokomis,1,42
Florida,North Fort Myers,1,2
Florida,North Lauderdale,4,186
Florida,North Miami Beach,1,2
Florida,North Palm Beach,1,197
Florida,North Port,6,510
Florida,Ocala,36,362
Florida,Ocklawaha,1,16
Florida,Ocoee,4,2273
Florida,Odessa,0,66
Florida,Okahumpka,0,5
Florida,Okeechobee,0,164
Florida,Old Town,0,24
Florida,Opa-locka,1,42
Florida,Orange Park,0,24
Florida,Orlando,96,17267
Florida,Ormond Beach,3,576
Florida,Oviedo,4,15
Florida,Oxford,0,88
Florida,Pace,1,1
Florida,Pahokee,0,1
Florida,Paisley,0,7
Florida,Palm Bay,20,6963
Florida,Palm Beach Gardens,22,3795
Florida,Palm Beach,0,1
Florida,Palm City,0,4
Florida,Palm Coast,8,613
Florida,Palm Harbor,1,681
Florida,Palmetto,3,27
Florida,Panama City Beach,0,4
Florida,Panama City,3,36
Florida,Parkland,2,51
Florida,Parrish,0,9
Florida,Pembroke Pines,4,885
Florida,Pensacola Beach,0,1
Florida,Pensacola,9,690
Florida,Perrine,0,23
Florida,Pinellas Park,2,140
Florida,Plant City,1,69
Florida,Plantation,1,26
Florida,Pompano Beach,7,2125
Florida,Port Charlotte,2,207
Florida,Port Orange,0,1322
Florida,Port Richey,2,17
Florida,Port Saint Joe,0,4
Florida,Port Saint Lucie,13,1996
Florida,Punta Gorda,2,100
Florida,Reddick,0,2
Florida,Riverview,5,144
Florida,Riviera Beach,0,3
Florida,Rockledge,0,6
Florida,Rotonda West,1,10
Florida,Ruskin,1,1
Florida,Safety Harbor,2,89
